и__,3132
о__,3022
а__,2921
__н,2537
__в,2493
__п,2461
і__,2283
е__,2073
__с,1902
в__,1831
__т,1781
__з,1731
у__,1520
__д,1474
я__,1229
__б,1181
ь__,1118
й__,1097
_по,1023
_на,1019
__к,978
__і,964
м__,883
_не,874
ого,832
на_,799
_і_,788
__я,778
__м,764
го_,761
ся_,729
__щ,719
_та,699
к__,696
ти_,692
не_,679
_ві,678
__о,669
_пр,647
__ч,638
_що,630
__й,616
__р,582
з__,575
_за,564
__г,558
_до,557
__а,552
_як,541
ли_,532
що_,524
н__,483
__у,480
х__,477
_бу,471
ю__,469
сь_,458
ки_,440
ав_,436
_ко,410
та_,404
ть_,404
_з_,391
_в_,379
він,373
__х,371
ло_,371
_то,370
ла_,367
ий_,367
ін_,366
__л,360
_ст,358
ати,353
д__,351
_ви,347
му_,347
__ш,343
же_,342
ми_,339
про,330
ому,329
як_,321
_йо,317
так,316
ні_,313
при,308
ере,305
ови,302
вся,298
то_,296
ї__,293
__ж,288
ів_,287
ста,282
ка_,281
ом_,275
_й_,273
но_,268
_мо,263
ку_,262
_св,260
ив_,260
__ц,258
_го,257
від,257
_пе,256
_ро,256
ою_,254
_ні,253
ака,249
_вс,249
пер,247
оло,246
_пі,245
до_,245
чи_,240
али,237
_чи,237
_а_,233
ува,228
им_,227
_во,227
_ск,225
іль,221
ув_,220
_зн,220
ити,217
ій_,216
вши,215
_сп,215
ьки,214
оро,213
роз,213
бул,212
акі,212
зна,210
віт,202
_од,201
льк,198
их_,197
_тр,197
ж__,194
_у_,191
вич,191
кол,191
ами,189
йог,189
ч__,188
ові,187
каз,186
лов,186
ало,184
ись,184
_ак,183
іло,182
ід_,182
_бо,180
мов,180
как,177
кій,177
_ма,177
р__,176
тіл,175
лос,175
оди,173
ши_,173
ну_,169
т__,169
_ті,168
_са,167
ак_,166
б__,166
_ба,165
ися,165
ска,164
вал,164
нув,164
ост,164
сто,163
_ду,163
вон,163
ов_,161
ала,160
аза,160
за_,160
був,159
сам,159
_со,158
_хо,158
_де,157
оли,157
під,156
нав,156
ось,154
__ф,152
ті_,152
раз,151
ої_,151
ім_,147
ним,147
сво,146
_ді,145
ьог,144
озо,143
ник,143
__ї,141
ова,141
зав,141
или,140
всі,140
лас,139
_мі,139
_кр,139
поч,138
ві_,137
_ка,135
_чо,135
_це,132
лоз,132
філ,132
ног,132
_фі,131
ни_,131
лис,130
зоф,130
уло,130
ва_,130
гол,128
ма_,128
є__,128
_ве,127
ить,127
тис,127
рав,126
соб,126
йом,126
_вж,126
_те,126
вже,125
лі_,125
ам_,125
би_,125
_ни,124
нов,124
_ти,124
одн,124
тро,123
ньо,123
обі,122
_па,122
вер,121
ючи,121
іть,120
дал,119
пов,119
див,119
це_,119
ров,118
_се,118
_об,118
_ж_,118
_да,118
дав,117
_но,116
ці_,116
аві,116
уже,115
вав,115
ний,115
_ча,115
ком,115
ще_,114
тьс,113
ься,113
сти,113
те_,113
де_,112
ди_,112
_ши,112
аки,112
се_,111
буд,111
ах_,111
ше_,111
ивс,110
_ра,110
_сл,110
чин,110
час,109
_нь,109
пра,108
ачи,108
бач,108
_зд,107
по_,107
ког,107
ими,106
_лю,106
мен,106
_зв,106
нач,105
ред,105
ня_,104
дин,104
яко,103
бі_,103
пок,102
ро_,102
ді_,102
ули,101
тав,100
с__,100
ожн,100
_зо,100
ри_,99
кий,99
_я_,99
ово,98
пот,97
стр,97
ула,97
под,96
іст,96
_ди,96
авс,96
_ос,96
ила,95
об_,95
ина,95
ля_,95
але,95
_дв,94
_ме,94
гор,94
ава,94
оді,94
кра,94
сло,93
ват,93
ич_,93
ист,93
_ва,93
ину,93
_ку,92
тра,92
ине,92
вор,92
дід,91
ень,91
_ус,90
ль_,90
ба_,90
_ру,90
иви,89
ини,89
мож,89
ося,88
йов,88
сві,88
дор,88
ш__,88
ви_,88
лив,88
все,87
оба,87
мал,87
дно,87
_си,87
оф_,86
ф__,86
вив,86
ори,86
аст,85
ськ,85
шин,85
ик_,85
г__,85
чі_,84
ійо,84
ву_,84
орі,84
она,83
сім,83
чер,83
сі_,83
ель,83
міс,82
шов,82
оті,82
вит,81
дов,81
пос,81
чог,81
най,80
яки,80
сті,80
_бі,79
_ще,79
ко_,79
ход,79
тор,79
оча,79
пан,79
рив,79
тар,78
рос,78
_че,78
дум,77
ей_,77
ино,77
ася,77
ивш,77
чив,77
кі_,77
вої,77
ту_,76
дом,76
рук,75
ньк,75
хоч,75
ича,75
нел,74
доб,74
ика,74
бо_,74
обр,73
чис,73
овс,73
ути,73
ара,73
роб,73
ван,72
омо,72
ця_,72
лен,72
ед_,72
ько,72
тал,72
гос,71
_гр,71
вел,71
_от,71
ння,70
зак,70
тре,70
вни,70
зда,70
кла,70
ра_,70
них,69
ніч,69
оби,69
_би,69
ду_,69
_др,68
пом,68
чор,68
они,68
_га,68
пет,68
там,68
люд,68
поб,68
щоб,68
реб,68
над,68
чит,68
аль,68
спр,67
_уж,67
нем,67
зов,67
ені,67
чув,67
гля,67
нат,66
ок_,66
сер,66
_кі,66
бли,66
ума,66
чав,66
нул,65
рі_,65
пор,65
_чу,65
ило,65
аюч,65
оти,64
амо,64
кам,64
нь_,64
рит,64
ає_,64
ой_,64
ели,64
ким,64
вар,64
коз,64
кри,63
кою,63
_шо,63
зат,63
анн,63
год,63
ай_,63
льн,62
_б_,62
дит,62
алі,62
ени,62
тан,61
пол,61
оза,61
мав,61
вил,61
_ці,61
том,61
рот,61
че_,61
во_,60
ову,60
омі,60
тог,60
аз_,60
ари,60
хто,60
ита,60
шис,60
тер,59
_ли,59
бог,59
_бе,59
овн,59
_су,59
ле_,59
сть,59
спи,59
іли,59
_ха,59
хи_,58
_ки,58
осо,58
ків,58
вій,58
две,58
азу,57
хом,57
_пл,57
дь_,57
кар,57
ага,57
ото,57
_ту,57
вид,57
_жи,57
зап,56
ас_,56
ке_,56
